time,event_type,floor,destination,direction,elevator_id,details
127.93,passenger_boarded,7,4,DOWN,Elevator_1,Current load: 2
127.93,passenger_boarded,7,4,DOWN,Elevator_1,Current load: 2
128.76,passenger_generated,5,7,UP,,Passenger P_4_12876
127.96,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 2"
127.96,elevator_moved,1,,,Elevator_2,"Direction: DOWN, From: F2, Passengers: 0"
127.96,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 0"
128.97,passenger_boarded,6,4,DOWN,Elevator_1,Current load: 3
129.94,passenger_generated,7,2,DOWN,,Passenger P_6_12994
129.00,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 3"
129.00,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 0"
129.00,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 0"
130.01,passenger_generated,7,5,DOWN,,Passenger P_6_13001
130.04,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 3"
130.04,passenger_alighted,4,,,Elevator_1,Remaining load: 0
130.04,passenger_alighted,4,,,Elevator_1,Remaining load: 0
130.04,passenger_alighted,4,,,Elevator_1,Remaining load: 0
130.04,elevator_moved,2,,,Elevator_2,"Direction: IDLE, From: F2, Passengers: 0"
130.04,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 0"
131.07,passenger_boarded,5,7,UP,Elevator_3,Current load: 1
131.08,elevator_moved,4,,,Elevator_1,"Direction: IDLE, From: F4, Passengers: 0"
131.08,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 0"
131.08,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 1"
132.12,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 0"
132.12,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 0"
132.12,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 1"
132.12,passenger_alighted,7,,,Elevator_3,Remaining load: 0
133.15,passenger_boarded,7,2,DOWN,Elevator_3,Current load: 2
133.15,passenger_boarded,7,5,DOWN,Elevator_3,Current load: 2
133.62,passenger_generated,3,4,UP,,Passenger P_2_13361
133.16,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 0"
133.16,elevator_moved,4,,,Elevator_2,"Direction: IDLE, From: F4, Passengers: 0"
133.16,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 2"
134.38,passenger_generated,2,5,UP,,Passenger P_1_13437
135.19,passenger_generated,1,2,UP,,Passenger P_0_13519
134.20,elevator_moved,6,,,Elevator_1,"Direction: IDLE, From: F6, Passengers: 0"
134.20,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 0"
134.20,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 2"
134.20,passenger_alighted,5,,,Elevator_3,Remaining load: 1
135.24,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 0"
135.24,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 0"
135.24,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 1"
136.26,passenger_boarded,2,5,UP,Elevator_2,Current load: 1
136.28,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 0"
136.28,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 1"
136.28,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 1"
137.30,passenger_boarded,3,4,UP,Elevator_2,Current load: 2
137.32,elevator_moved,6,,,Elevator_1,"Direction: IDLE, From: F6, Passengers: 0"
137.32,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 2"
137.32,passenger_alighted,4,,,Elevator_2,Remaining load: 1
137.32,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 1"
137.32,passenger_alighted,2,,,Elevator_3,Remaining load: 0
139.06,passenger_generated,7,5,DOWN,,Passenger P_6_13905
138.36,elevator_moved,6,,,Elevator_1,"Direction: IDLE, From: F6, Passengers: 0"
138.36,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 1"
138.36,passenger_alighted,5,,,Elevator_2,Remaining load: 0
138.36,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
139.40,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
139.40,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 0"
139.40,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
140.43,passenger_boarded,1,2,UP,Elevator_3,Current load: 1
140.44,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
140.44,elevator_moved,6,,,Elevator_2,"Direction: IDLE, From: F6, Passengers: 0"
140.44,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 1"
140.44,passenger_alighted,2,,,Elevator_3,Remaining load: 0
141.80,passenger_generated,1,2,UP,,Passenger P_0_14180
142.10,passenger_generated,6,3,DOWN,,Passenger P_5_14209
142.19,passenger_generated,5,2,DOWN,,Passenger P_4_14219
141.48,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
141.48,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 0"
141.48,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
142.49,passenger_boarded,7,5,DOWN,Elevator_1,Current load: 1
142.51,passenger_boarded,1,2,UP,Elevator_3,Current load: 1
142.52,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
142.52,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
142.52,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 1"
142.52,passenger_alighted,2,,,Elevator_3,Remaining load: 0
143.53,passenger_boarded,6,3,DOWN,Elevator_1,Current load: 2
144.20,passenger_generated,1,7,UP,,Passenger P_0_14420
144.55,passenger_generated,1,6,UP,,Passenger P_0_14454
143.56,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 2"
143.56,passenger_alighted,5,,,Elevator_1,Remaining load: 1
143.56,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
143.56,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
144.57,passenger_boarded,5,2,DOWN,Elevator_1,Current load: 2
144.98,passenger_generated,8,6,DOWN,,Passenger P_7_14498
145.26,passenger_generated,6,2,DOWN,,Passenger P_5_14525
145.33,passenger_generated,4,8,UP,,Passenger P_3_14532
145.36,passenger_generated,8,5,DOWN,,Passenger P_7_14535
144.60,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 2"
144.60,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 0"
144.60,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
145.63,passenger_boarded,1,7,UP,Elevator_3,Current load: 2
145.63,passenger_boarded,1,6,UP,Elevator_3,Current load: 2
145.64,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 2"
145.64,passenger_alighted,3,,,Elevator_1,Remaining load: 1
145.64,elevator_moved,6,,,Elevator_2,"Direction: IDLE, From: F6, Passengers: 0"
145.64,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 2"
146.77,passenger_generated,1,4,UP,,Passenger P_0_14677
147.22,passenger_generated,2,5,UP,,Passenger P_1_14722
147.24,passenger_generated,1,5,UP,,Passenger P_0_14724
146.68,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 1"
146.68,passenger_alighted,2,,,Elevator_1,Remaining load: 0
146.68,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 0"
146.68,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 2"
147.72,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 0"
147.72,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
147.72,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 2"
148.73,passenger_boarded,1,4,UP,Elevator_1,Current load: 2
148.73,passenger_boarded,1,5,UP,Elevator_1,Current load: 2
148.74,passenger_boarded,8,6,DOWN,Elevator_2,Current load: 2
148.74,passenger_boarded,8,5,DOWN,Elevator_2,Current load: 2
148.75,passenger_boarded,4,8,UP,Elevator_3,Current load: 3
149.64,passenger_generated,5,7,UP,,Passenger P_4_14964
148.76,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 2"
148.76,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 2"
148.76,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 3"
149.77,passenger_boarded,2,5,UP,Elevator_1,Current load: 3
149.79,passenger_boarded,5,7,UP,Elevator_3,Current load: 4
150.75,passenger_generated,2,1,DOWN,,Passenger P_1_15075
149.80,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 3"
149.80,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 2"
149.80,passenger_alighted,6,,,Elevator_2,Remaining load: 1
149.80,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 4"
149.80,passenger_alighted,6,,,Elevator_3,Remaining load: 3
150.82,passenger_boarded,6,2,DOWN,Elevator_2,Current load: 2
150.84,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 3"
150.84,passenger_alighted,4,,,Elevator_1,Remaining load: 2
150.84,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 2"
150.84,passenger_alighted,5,,,Elevator_2,Remaining load: 1
150.84,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 3"
150.84,passenger_alighted,7,,,Elevator_3,Remaining load: 1
150.84,passenger_alighted,7,,,Elevator_3,Remaining load: 1
151.88,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 2"
151.88,passenger_alighted,5,,,Elevator_1,Remaining load: 0
151.88,passenger_alighted,5,,,Elevator_1,Remaining load: 0
151.88,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 1"
151.88,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 1"
151.88,passenger_alighted,8,,,Elevator_3,Remaining load: 0
153.11,passenger_generated,1,6,UP,,Passenger P_0_15311
152.92,elevator_moved,5,,,Elevator_1,"Direction: IDLE, From: F5, Passengers: 0"
152.92,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 1"
152.92,elevator_moved,8,,,Elevator_3,"Direction: IDLE, From: F8, Passengers: 0"
154.43,passenger_generated,1,3,UP,,Passenger P_0_15442
154.92,passenger_generated,1,2,UP,,Passenger P_0_15492
153.96,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 0"
153.96,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 1"
153.96,passenger_alighted,2,,,Elevator_2,Remaining load: 0
153.96,elevator_moved,8,,,Elevator_3,"Direction: IDLE, From: F8, Passengers: 0"
154.98,passenger_boarded,2,1,DOWN,Elevator_2,Current load: 1
155.00,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
155.00,elevator_moved,1,,,Elevator_2,"Direction: DOWN, From: F2, Passengers: 1"
155.00,passenger_alighted,1,,,Elevator_2,Remaining load: 0
155.00,elevator_moved,8,,,Elevator_3,"Direction: IDLE, From: F8, Passengers: 0"
156.02,passenger_boarded,1,6,UP,Elevator_2,Current load: 3
156.02,passenger_boarded,1,3,UP,Elevator_2,Current load: 3
156.02,passenger_boarded,1,2,UP,Elevator_2,Current load: 3
156.57,passenger_generated,7,6,DOWN,,Passenger P_6_15656
156.97,passenger_generated,2,5,UP,,Passenger P_1_15697
156.04,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
156.04,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 3"
156.04,passenger_alighted,2,,,Elevator_2,Remaining load: 2
156.04,elevator_moved,8,,,Elevator_3,"Direction: IDLE, From: F8, Passengers: 0"
157.05,passenger_boarded,7,6,DOWN,Elevator_1,Current load: 1
157.06,passenger_boarded,2,5,UP,Elevator_2,Current load: 3
157.28,passenger_generated,7,1,DOWN,,Passenger P_6_15727
157.30,passenger_generated,7,3,DOWN,,Passenger P_6_15730
157.08,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
157.08,passenger_alighted,6,,,Elevator_1,Remaining load: 0
157.08,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 3"
157.08,passenger_alighted,3,,,Elevator_2,Remaining load: 2
157.08,elevator_moved,8,,,Elevator_3,"Direction: IDLE, From: F8, Passengers: 0"
158.33,passenger_generated,3,1,DOWN,,Passenger P_2_15833
158.12,elevator_moved,6,,,Elevator_1,"Direction: IDLE, From: F6, Passengers: 0"
158.12,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 2"
158.12,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 0"
159.15,passenger_boarded,7,1,DOWN,Elevator_3,Current load: 2
159.15,passenger_boarded,7,3,DOWN,Elevator_3,Current load: 2
159.91,passenger_generated,2,4,UP,,Passenger P_1_15991
159.99,passenger_generated,7,1,DOWN,,Passenger P_6_15998
159.16,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
159.16,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 2"
159.16,passenger_alighted,5,,,Elevator_2,Remaining load: 1
159.16,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 2"
160.43,passenger_generated,2,4,UP,,Passenger P_1_16043
160.20,elevator_moved,8,,,Elevator_1,"Direction: UP, From: F7, Passengers: 0"
160.20,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
160.20,passenger_alighted,6,,,Elevator_2,Remaining load: 0
160.20,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 2"
161.24,elevator_moved,8,,,Elevator_1,"Direction: IDLE, From: F8, Passengers: 0"
161.24,elevator_moved,6,,,Elevator_2,"Direction: IDLE, From: F6, Passengers: 0"
161.24,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 2"
162.28,elevator_moved,8,,,Elevator_1,"Direction: IDLE, From: F8, Passengers: 0"
162.28,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 0"
162.28,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 2"
162.28,passenger_alighted,3,,,Elevator_3,Remaining load: 1
163.31,passenger_boarded,3,1,DOWN,Elevator_3,Current load: 2
163.36,passenger_generated,1,2,UP,,Passenger P_0_16335
163.32,elevator_moved,7,,,Elevator_1,"Direction: DOWN, From: F8, Passengers: 0"
163.32,elevator_moved,5,,,Elevator_2,"Direction: IDLE, From: F5, Passengers: 0"
163.32,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 2"
164.33,passenger_boarded,7,1,DOWN,Elevator_1,Current load: 1
164.66,passenger_generated,2,8,UP,,Passenger P_1_16466
164.36,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
164.36,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 0"
164.36,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 2"
164.36,passenger_alighted,1,,,Elevator_3,Remaining load: 0
164.36,passenger_alighted,1,,,Elevator_3,Remaining load: 0
165.39,passenger_boarded,1,2,UP,Elevator_3,Current load: 1
165.96,passenger_generated,8,1,DOWN,,Passenger P_7_16595
166.26,passenger_generated,5,7,UP,,Passenger P_4_16625
165.40,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 1"
165.40,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 0"
165.40,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 1"
165.40,passenger_alighted,2,,,Elevator_3,Remaining load: 0
166.43,passenger_boarded,2,4,UP,Elevator_3,Current load: 3
166.43,passenger_boarded,2,4,UP,Elevator_3,Current load: 3
166.43,passenger_boarded,2,8,UP,Elevator_3,Current load: 3
167.01,passenger_generated,8,1,DOWN,,Passenger P_7_16700
166.44,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 1"
166.44,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
166.44,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 3"
167.48,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 1"
167.48,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
167.48,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 3"
167.48,passenger_alighted,4,,,Elevator_3,Remaining load: 1
167.48,passenger_alighted,4,,,Elevator_3,Remaining load: 1
168.50,passenger_boarded,8,1,DOWN,Elevator_2,Current load: 2
168.50,passenger_boarded,8,1,DOWN,Elevator_2,Current load: 2
168.70,passenger_generated,2,6,UP,,Passenger P_1_16869
168.52,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 1"
168.52,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 2"
168.52,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 1"
169.55,passenger_boarded,5,7,UP,Elevator_3,Current load: 2
169.66,passenger_generated,5,7,UP,,Passenger P_4_16966
169.79,passenger_generated,3,5,UP,,Passenger P_2_16979
170.39,passenger_generated,1,7,UP,,Passenger P_0_17039
169.56,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 1"
169.56,passenger_alighted,1,,,Elevator_1,Remaining load: 0
169.56,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 2"
169.56,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 2"
170.57,passenger_boarded,1,7,UP,Elevator_1,Current load: 1
170.73,passenger_generated,7,5,DOWN,,Passenger P_6_17073
170.78,passenger_generated,7,6,DOWN,,Passenger P_6_17078
170.60,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 1"
170.60,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 2"
170.60,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 2"
170.60,passenger_alighted,7,,,Elevator_3,Remaining load: 1
171.61,passenger_boarded,2,6,UP,Elevator_1,Current load: 2
171.93,passenger_generated,4,1,DOWN,,Passenger P_3_17193
172.19,passenger_generated,3,6,UP,,Passenger P_2_17218
171.64,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 2"
171.64,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 2"
171.64,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 1"
171.64,passenger_alighted,8,,,Elevator_3,Remaining load: 0
172.65,passenger_boarded,3,5,UP,Elevator_1,Current load: 4
172.65,passenger_boarded,3,6,UP,Elevator_1,Current load: 4
172.66,passenger_boarded,4,1,DOWN,Elevator_2,Current load: 3
172.86,passenger_generated,4,2,DOWN,,Passenger P_3_17286
172.68,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 4"
172.68,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 3"
172.68,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 0"
173.71,passenger_boarded,7,5,DOWN,Elevator_3,Current load: 2
173.71,passenger_boarded,7,6,DOWN,Elevator_3,Current load: 2
174.33,passenger_generated,2,1,DOWN,,Passenger P_1_17432
174.63,passenger_generated,5,7,UP,,Passenger P_4_17462
173.72,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 4"
173.72,passenger_alighted,5,,,Elevator_1,Remaining load: 3
173.72,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 3"
173.72,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 2"
173.72,passenger_alighted,6,,,Elevator_3,Remaining load: 1
174.73,passenger_boarded,5,7,UP,Elevator_1,Current load: 4
174.74,passenger_boarded,2,1,DOWN,Elevator_2,Current load: 4
175.07,passenger_generated,7,1,DOWN,,Passenger P_6_17506
174.76,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 4"
174.76,passenger_alighted,6,,,Elevator_1,Remaining load: 2
174.76,passenger_alighted,6,,,Elevator_1,Remaining load: 2
174.76,elevator_moved,1,,,Elevator_2,"Direction: DOWN, From: F2, Passengers: 4"
174.76,passenger_alighted,1,,,Elevator_2,Remaining load: 0
174.76,passenger_alighted,1,,,Elevator_2,Remaining load: 0
174.76,passenger_alighted,1,,,Elevator_2,Remaining load: 0
174.76,passenger_alighted,1,,,Elevator_2,Remaining load: 0
174.76,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 1"
174.76,passenger_alighted,5,,,Elevator_3,Remaining load: 0
175.79,passenger_boarded,5,7,UP,Elevator_3,Current load: 1
175.87,passenger_generated,1,6,UP,,Passenger P_0_17586
175.87,passenger_generated,5,7,UP,,Passenger P_4_17586
176.11,passenger_generated,3,5,UP,,Passenger P_2_17611
176.76,passenger_generated,6,1,DOWN,,Passenger P_5_17675
175.80,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 2"
175.80,passenger_alighted,7,,,Elevator_1,Remaining load: 0
175.80,passenger_alighted,7,,,Elevator_1,Remaining load: 0
175.80,elevator_moved,1,,,Elevator_2,"Direction: IDLE, From: F1, Passengers: 0"
175.80,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 1"
176.82,passenger_boarded,1,6,UP,Elevator_2,Current load: 1
177.08,passenger_generated,7,2,DOWN,,Passenger P_6_17707
176.84,elevator_moved,8,,,Elevator_1,"Direction: UP, From: F7, Passengers: 0"
176.84,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 1"
176.84,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 1"
176.84,passenger_alighted,7,,,Elevator_3,Remaining load: 0
177.87,passenger_boarded,7,1,DOWN,Elevator_3,Current load: 2
177.87,passenger_boarded,7,2,DOWN,Elevator_3,Current load: 2
178.49,passenger_generated,5,4,DOWN,,Passenger P_4_17849
177.88,elevator_moved,7,,,Elevator_1,"Direction: DOWN, From: F8, Passengers: 0"
177.88,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 1"
177.88,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 2"
178.90,passenger_boarded,3,5,UP,Elevator_2,Current load: 2
178.91,passenger_boarded,6,1,DOWN,Elevator_3,Current load: 3
178.92,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 0"
178.92,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 2"
178.92,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 3"
179.95,passenger_boarded,5,4,DOWN,Elevator_3,Current load: 4
179.96,elevator_moved,6,,,Elevator_1,"Direction: IDLE, From: F6, Passengers: 0"
179.96,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 2"
179.96,passenger_alighted,5,,,Elevator_2,Remaining load: 1
179.96,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 4"
179.96,passenger_alighted,4,,,Elevator_3,Remaining load: 3
180.98,passenger_boarded,5,7,UP,Elevator_2,Current load: 2
180.99,passenger_boarded,4,2,DOWN,Elevator_3,Current load: 4
181.65,passenger_generated,2,8,UP,,Passenger P_1_18164
181.00,elevator_moved,6,,,Elevator_1,"Direction: IDLE, From: F6, Passengers: 0"
181.00,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 2"
181.00,passenger_alighted,6,,,Elevator_2,Remaining load: 1
181.00,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 4"
182.73,passenger_generated,4,2,DOWN,,Passenger P_3_18273
182.04,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 0"
182.04,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 1"
182.04,passenger_alighted,7,,,Elevator_2,Remaining load: 0
182.04,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 4"
182.04,passenger_alighted,2,,,Elevator_3,Remaining load: 2
182.04,passenger_alighted,2,,,Elevator_3,Remaining load: 2
183.72,passenger_generated,1,7,UP,,Passenger P_0_18372
183.74,passenger_generated,3,1,DOWN,,Passenger P_2_18374
184.06,passenger_generated,3,5,UP,,Passenger P_2_18405
183.08,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 0"
183.08,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
183.08,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 2"
183.08,passenger_alighted,1,,,Elevator_3,Remaining load: 0
183.08,passenger_alighted,1,,,Elevator_3,Remaining load: 0
184.11,passenger_boarded,1,7,UP,Elevator_3,Current load: 1
184.51,passenger_generated,2,8,UP,,Passenger P_1_18451
184.99,passenger_generated,2,4,UP,,Passenger P_1_18499
184.12,elevator_moved,6,,,Elevator_1,"Direction: IDLE, From: F6, Passengers: 0"
184.12,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
184.12,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 1"
185.15,passenger_boarded,2,8,UP,Elevator_3,Current load: 4
185.15,passenger_boarded,2,8,UP,Elevator_3,Current load: 4
185.15,passenger_boarded,2,4,UP,Elevator_3,Current load: 4
185.37,passenger_generated,3,5,UP,,Passenger P_2_18537
186.14,passenger_generated,7,4,DOWN,,Passenger P_6_18614
185.16,elevator_moved,6,,,Elevator_1,"Direction: IDLE, From: F6, Passengers: 0"
185.16,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
185.16,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 4"
186.18,passenger_boarded,7,4,DOWN,Elevator_2,Current load: 1
186.20,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 0"
186.20,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 1"
186.20,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 4"
186.20,passenger_alighted,4,,,Elevator_3,Remaining load: 3
187.24,elevator_moved,5,,,Elevator_1,"Direction: IDLE, From: F5, Passengers: 0"
187.24,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 1"
187.24,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 3"
188.43,passenger_generated,4,2,DOWN,,Passenger P_3_18842
188.89,passenger_generated,5,8,UP,,Passenger P_4_18888
188.28,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 0"
