time,event_type,floor,destination,direction,elevator_id,details
188.28,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 1"
188.28,passenger_alighted,4,,,Elevator_2,Remaining load: 0
188.28,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 3"
189.29,passenger_boarded,4,2,DOWN,Elevator_1,Current load: 2
189.29,passenger_boarded,4,2,DOWN,Elevator_1,Current load: 2
189.43,passenger_generated,6,7,UP,,Passenger P_5_18942
189.32,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 2"
189.32,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 0"
189.32,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 3"
189.32,passenger_alighted,7,,,Elevator_3,Remaining load: 2
190.33,passenger_boarded,3,1,DOWN,Elevator_1,Current load: 3
190.34,passenger_boarded,3,5,UP,Elevator_2,Current load: 2
190.34,passenger_boarded,3,5,UP,Elevator_2,Current load: 2
191.00,passenger_generated,6,2,DOWN,,Passenger P_5_19100
190.36,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 3"
190.36,passenger_alighted,2,,,Elevator_1,Remaining load: 1
190.36,passenger_alighted,2,,,Elevator_1,Remaining load: 1
190.36,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 2"
190.36,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 2"
190.36,passenger_alighted,8,,,Elevator_3,Remaining load: 0
190.36,passenger_alighted,8,,,Elevator_3,Remaining load: 0
192.03,passenger_generated,1,5,UP,,Passenger P_0_19202
191.40,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 1"
191.40,passenger_alighted,1,,,Elevator_1,Remaining load: 0
191.40,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 2"
191.40,passenger_alighted,5,,,Elevator_2,Remaining load: 0
191.40,passenger_alighted,5,,,Elevator_2,Remaining load: 0
191.40,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 0"
192.42,passenger_boarded,5,8,UP,Elevator_2,Current load: 1
192.56,passenger_generated,6,8,UP,,Passenger P_5_19255
192.61,passenger_generated,4,6,UP,,Passenger P_3_19260
192.74,passenger_generated,3,5,UP,,Passenger P_2_19274
192.89,passenger_generated,4,3,DOWN,,Passenger P_3_19288
192.44,elevator_moved,1,,,Elevator_1,"Direction: IDLE, From: F1, Passengers: 0"
192.44,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
192.44,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 0"
193.45,passenger_boarded,1,5,UP,Elevator_1,Current load: 1
193.46,passenger_boarded,6,7,UP,Elevator_2,Current load: 3
193.46,passenger_boarded,6,8,UP,Elevator_2,Current load: 3
193.47,passenger_boarded,6,2,DOWN,Elevator_3,Current load: 1
194.25,passenger_generated,1,6,UP,,Passenger P_0_19425
193.48,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 1"
193.48,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 3"
193.48,passenger_alighted,7,,,Elevator_2,Remaining load: 2
193.48,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 1"
194.57,passenger_generated,1,6,UP,,Passenger P_0_19456
195.51,passenger_generated,8,6,DOWN,,Passenger P_7_19550
194.52,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 1"
194.52,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 2"
194.52,passenger_alighted,8,,,Elevator_2,Remaining load: 0
194.52,passenger_alighted,8,,,Elevator_2,Remaining load: 0
194.52,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 1"
195.53,passenger_boarded,3,5,UP,Elevator_1,Current load: 2
195.55,passenger_boarded,4,3,DOWN,Elevator_3,Current load: 2
195.87,passenger_generated,7,5,DOWN,,Passenger P_6_19587
196.32,passenger_generated,5,4,DOWN,,Passenger P_4_19632
195.56,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 2"
195.56,elevator_moved,8,,,Elevator_2,"Direction: IDLE, From: F8, Passengers: 0"
195.56,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 2"
195.56,passenger_alighted,3,,,Elevator_3,Remaining load: 1
196.57,passenger_boarded,4,6,UP,Elevator_1,Current load: 3
196.58,passenger_boarded,8,6,DOWN,Elevator_2,Current load: 1
196.60,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 3"
196.60,passenger_alighted,5,,,Elevator_1,Remaining load: 1
196.60,passenger_alighted,5,,,Elevator_1,Remaining load: 1
196.60,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 1"
196.60,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 1"
196.60,passenger_alighted,2,,,Elevator_3,Remaining load: 0
197.62,passenger_boarded,7,5,DOWN,Elevator_2,Current load: 2
197.64,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 1"
197.64,passenger_alighted,6,,,Elevator_1,Remaining load: 0
197.64,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 2"
197.64,passenger_alighted,6,,,Elevator_2,Remaining load: 1
197.64,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
198.67,passenger_boarded,1,6,UP,Elevator_3,Current load: 2
198.67,passenger_boarded,1,6,UP,Elevator_3,Current load: 2
199.07,passenger_generated,2,7,UP,,Passenger P_1_19907
199.17,passenger_generated,2,4,UP,,Passenger P_1_19916
198.68,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
198.68,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 1"
198.68,passenger_alighted,5,,,Elevator_2,Remaining load: 0
198.68,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 2"
199.70,passenger_boarded,5,4,DOWN,Elevator_2,Current load: 1
199.71,passenger_boarded,2,7,UP,Elevator_3,Current load: 4
199.71,passenger_boarded,2,4,UP,Elevator_3,Current load: 4
199.91,passenger_generated,7,8,UP,,Passenger P_6_19990
200.12,passenger_generated,5,8,UP,,Passenger P_4_20011
199.72,elevator_moved,7,,,Elevator_1,"Direction: IDLE, From: F7, Passengers: 0"
199.72,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 1"
199.72,passenger_alighted,4,,,Elevator_2,Remaining load: 0
199.72,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 4"
200.73,passenger_boarded,7,8,UP,Elevator_1,Current load: 1
201.06,passenger_generated,7,1,DOWN,,Passenger P_6_20106
200.76,elevator_moved,8,,,Elevator_1,"Direction: UP, From: F7, Passengers: 1"
200.76,passenger_alighted,8,,,Elevator_1,Remaining load: 0
200.76,elevator_moved,4,,,Elevator_2,"Direction: IDLE, From: F4, Passengers: 0"
200.76,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 4"
200.76,passenger_alighted,4,,,Elevator_3,Remaining load: 3
202.42,passenger_generated,7,1,DOWN,,Passenger P_6_20241
201.80,elevator_moved,7,,,Elevator_1,"Direction: DOWN, From: F8, Passengers: 0"
201.80,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 0"
201.80,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 3"
202.81,passenger_generated,3,7,UP,,Passenger P_2_20280
202.81,passenger_boarded,7,1,DOWN,Elevator_1,Current load: 2
202.81,passenger_boarded,7,1,DOWN,Elevator_1,Current load: 2
202.82,passenger_boarded,3,7,UP,Elevator_2,Current load: 1
202.83,passenger_boarded,5,8,UP,Elevator_3,Current load: 4
202.94,passenger_generated,6,7,UP,,Passenger P_5_20294
203.25,passenger_generated,1,4,UP,,Passenger P_0_20324
202.84,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 2"
202.84,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 1"
202.84,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 4"
202.84,passenger_alighted,6,,,Elevator_3,Remaining load: 2
202.84,passenger_alighted,6,,,Elevator_3,Remaining load: 2
203.87,passenger_boarded,6,7,UP,Elevator_3,Current load: 3
203.94,passenger_generated,3,4,UP,,Passenger P_2_20393
204.03,passenger_generated,1,5,UP,,Passenger P_0_20403
203.88,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 2"
203.88,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 1"
203.88,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 3"
203.88,passenger_alighted,7,,,Elevator_3,Remaining load: 1
203.88,passenger_alighted,7,,,Elevator_3,Remaining load: 1
204.92,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 2"
204.92,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
204.92,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 1"
204.92,passenger_alighted,8,,,Elevator_3,Remaining load: 0
206.42,passenger_generated,8,7,DOWN,,Passenger P_7_20642
205.96,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 2"
205.96,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 1"
205.96,passenger_alighted,7,,,Elevator_2,Remaining load: 0
205.96,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 0"
207.00,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 2"
207.00,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
207.00,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 0"
208.03,passenger_boarded,8,7,DOWN,Elevator_3,Current load: 1
208.04,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 2"
208.04,passenger_alighted,1,,,Elevator_1,Remaining load: 0
208.04,passenger_alighted,1,,,Elevator_1,Remaining load: 0
208.04,elevator_moved,8,,,Elevator_2,"Direction: IDLE, From: F8, Passengers: 0"
208.04,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 1"
208.04,passenger_alighted,7,,,Elevator_3,Remaining load: 0
209.05,passenger_boarded,1,4,UP,Elevator_1,Current load: 2
209.05,passenger_boarded,1,5,UP,Elevator_1,Current load: 2
209.08,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 2"
209.08,elevator_moved,8,,,Elevator_2,"Direction: IDLE, From: F8, Passengers: 0"
209.08,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 0"
210.29,passenger_generated,3,1,DOWN,,Passenger P_2_21029
210.12,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 2"
210.12,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 0"
210.12,elevator_moved,8,,,Elevator_3,"Direction: IDLE, From: F8, Passengers: 0"
211.13,passenger_boarded,3,4,UP,Elevator_1,Current load: 3
211.16,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 3"
211.16,passenger_alighted,4,,,Elevator_1,Remaining load: 1
211.16,passenger_alighted,4,,,Elevator_1,Remaining load: 1
211.16,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
211.16,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 0"
212.27,passenger_generated,6,8,UP,,Passenger P_5_21226
212.69,passenger_generated,1,2,UP,,Passenger P_0_21268
212.20,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 1"
212.20,passenger_alighted,5,,,Elevator_1,Remaining load: 0
212.20,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
212.20,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 0"
213.49,passenger_generated,2,6,UP,,Passenger P_1_21349
213.24,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 0"
213.24,elevator_moved,8,,,Elevator_2,"Direction: IDLE, From: F8, Passengers: 0"
213.24,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 0"
214.28,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 0"
214.28,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 0"
214.28,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 0"
215.29,passenger_boarded,3,1,DOWN,Elevator_1,Current load: 1
215.60,passenger_generated,2,1,DOWN,,Passenger P_1_21559
215.96,passenger_generated,6,7,UP,,Passenger P_5_21596
215.32,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 1"
215.32,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
215.32,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 0"
216.33,passenger_boarded,2,1,DOWN,Elevator_1,Current load: 2
216.81,passenger_generated,1,5,UP,,Passenger P_0_21681
216.36,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 2"
216.36,passenger_alighted,1,,,Elevator_1,Remaining load: 0
216.36,passenger_alighted,1,,,Elevator_1,Remaining load: 0
216.36,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
216.36,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 0"
217.37,passenger_boarded,1,2,UP,Elevator_1,Current load: 2
217.37,passenger_boarded,1,5,UP,Elevator_1,Current load: 2
217.40,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 2"
217.40,passenger_alighted,2,,,Elevator_1,Remaining load: 1
217.40,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 0"
217.40,elevator_moved,4,,,Elevator_3,"Direction: IDLE, From: F4, Passengers: 0"
218.41,passenger_boarded,2,6,UP,Elevator_1,Current load: 2
218.42,passenger_boarded,6,8,UP,Elevator_2,Current load: 2
218.42,passenger_boarded,6,7,UP,Elevator_2,Current load: 2
218.44,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 2"
218.44,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 2"
218.44,passenger_alighted,7,,,Elevator_2,Remaining load: 1
218.44,elevator_moved,4,,,Elevator_3,"Direction: IDLE, From: F4, Passengers: 0"
219.45,passenger_generated,6,5,DOWN,,Passenger P_5_21945
219.55,passenger_generated,5,3,DOWN,,Passenger P_4_21955
219.94,passenger_generated,3,2,DOWN,,Passenger P_2_21994
219.48,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 2"
219.48,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 1"
219.48,passenger_alighted,8,,,Elevator_2,Remaining load: 0
219.48,elevator_moved,4,,,Elevator_3,"Direction: IDLE, From: F4, Passengers: 0"
220.52,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 2"
220.52,passenger_alighted,5,,,Elevator_1,Remaining load: 1
220.52,elevator_moved,8,,,Elevator_2,"Direction: IDLE, From: F8, Passengers: 0"
220.52,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 0"
221.55,passenger_boarded,3,2,DOWN,Elevator_3,Current load: 1
221.74,passenger_generated,8,1,DOWN,,Passenger P_7_22173
221.56,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 1"
221.56,passenger_alighted,6,,,Elevator_1,Remaining load: 0
221.56,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 0"
221.56,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 1"
221.56,passenger_alighted,2,,,Elevator_3,Remaining load: 0
222.57,passenger_boarded,6,5,DOWN,Elevator_1,Current load: 1
222.60,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 1"
222.60,passenger_alighted,5,,,Elevator_1,Remaining load: 0
222.60,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
222.60,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
223.61,passenger_boarded,5,3,DOWN,Elevator_1,Current load: 1
224.03,passenger_generated,1,7,UP,,Passenger P_0_22403
224.55,passenger_generated,4,5,UP,,Passenger P_3_22454
223.64,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 1"
223.64,elevator_moved,8,,,Elevator_2,"Direction: IDLE, From: F8, Passengers: 0"
223.64,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 0"
224.66,passenger_boarded,8,1,DOWN,Elevator_2,Current load: 1
224.68,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 1"
224.68,passenger_alighted,3,,,Elevator_1,Remaining load: 0
224.68,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 1"
224.68,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
225.72,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 0"
225.72,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 1"
225.72,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 0"
226.73,passenger_boarded,4,5,UP,Elevator_1,Current load: 1
226.76,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 1"
226.76,passenger_alighted,5,,,Elevator_1,Remaining load: 0
226.76,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 1"
226.76,elevator_moved,3,,,Elevator_3,"Direction: IDLE, From: F3, Passengers: 0"
227.80,elevator_moved,5,,,Elevator_1,"Direction: IDLE, From: F5, Passengers: 0"
227.80,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 1"
227.80,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 0"
228.84,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 0"
228.84,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 1"
228.84,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
230.21,passenger_generated,7,2,DOWN,,Passenger P_6_23020
230.30,passenger_generated,2,7,UP,,Passenger P_1_23030
229.88,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
229.88,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 1"
229.88,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
230.90,passenger_generated,3,6,UP,,Passenger P_2_23089
230.89,passenger_boarded,7,2,DOWN,Elevator_1,Current load: 1
230.91,passenger_boarded,2,7,UP,Elevator_3,Current load: 1
230.92,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
230.92,elevator_moved,1,,,Elevator_2,"Direction: DOWN, From: F2, Passengers: 1"
230.92,passenger_alighted,1,,,Elevator_2,Remaining load: 0
230.92,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 1"
231.94,passenger_boarded,1,7,UP,Elevator_2,Current load: 1
231.95,passenger_boarded,3,6,UP,Elevator_3,Current load: 2
232.83,passenger_generated,1,8,UP,,Passenger P_0_23282
231.96,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 1"
231.96,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 1"
231.96,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 2"
233.25,passenger_generated,1,2,UP,,Passenger P_0_23325
233.88,passenger_generated,6,7,UP,,Passenger P_5_23387
233.00,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 1"
233.00,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 1"
233.00,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 2"
234.15,passenger_generated,2,1,DOWN,,Passenger P_1_23415
234.92,passenger_generated,8,1,DOWN,,Passenger P_7_23492
234.04,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 1"
234.04,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 1"
234.04,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 2"
234.04,passenger_alighted,6,,,Elevator_3,Remaining load: 1
235.07,passenger_boarded,6,7,UP,Elevator_3,Current load: 2
236.03,passenger_generated,1,6,UP,,Passenger P_0_23602
235.08,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 1"
235.08,passenger_alighted,2,,,Elevator_1,Remaining load: 0
235.08,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 1"
235.08,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 2"
235.08,passenger_alighted,7,,,Elevator_3,Remaining load: 0
235.08,passenger_alighted,7,,,Elevator_3,Remaining load: 0
236.09,passenger_boarded,2,1,DOWN,Elevator_1,Current load: 1
236.77,passenger_generated,3,8,UP,,Passenger P_2_23676
236.12,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 1"
236.12,passenger_alighted,1,,,Elevator_1,Remaining load: 0
236.12,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
236.12,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 0"
237.13,passenger_boarded,1,8,UP,Elevator_1,Current load: 3
237.13,passenger_boarded,1,2,UP,Elevator_1,Current load: 3
237.13,passenger_boarded,1,6,UP,Elevator_1,Current load: 3
237.15,passenger_boarded,8,1,DOWN,Elevator_3,Current load: 1
237.85,passenger_generated,6,8,UP,,Passenger P_5_23785
237.91,passenger_generated,1,2,UP,,Passenger P_0_23790
237.16,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 3"
237.16,passenger_alighted,2,,,Elevator_1,Remaining load: 2
237.16,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 1"
237.16,passenger_alighted,7,,,Elevator_2,Remaining load: 0
